Distribucion Supermercado - Demanda total: 903221
Varianza demanda por seccion: 16617218
Promedio demanda por seccion: 3542
Mayor demanda en una seccion: 50895
Menor demanda en una seccion: 2941

Pasillo 1 - Demanda del pasillo: 209734

   P1 - Seccion 1 - Demanda de la seccion: 3046

       Producto | Demanda
       1161     | 214
       2800     | 181
       4383     | 146
       720      | 126
       2538     | 110
       2376     | 105
       1533     | 88
       10734    | 76
       7932     | 73
       4708     | 65
       6827     | 61
       13423    | 53
       7007     | 50
       6825     | 49
       2136     | 40
       2737     | 38
       15039    | 36
       11579    | 33
       5730     | 30
       14542    | 27
       487      | 27
       6842     | 24
       12027    | 22
       7323     | 20
       5760     | 19
       5379     | 17
       6736     | 17
       5847     | 16
       7122     | 14
       9165     | 13
       8556     | 12
       7026     | 11
       2397     | 10
       11049    | 10
       7217     | 10
       12163    | 8
       3379     | 7
       2403     | 7
       6294     | 6
       13231    | 6
       6297     | 5
       8595     | 5
       14851    | 4
       11227    | 4
       12716    | 4
       11380    | 3
       9184     | 3

   P4 - Seccion 8 - Demanda de la seccion: 3054

       Producto | Demanda
       413      | 1880
       741      | 100
       774      | 89
       2838     | 81
       431      | 78
       4148     | 65
       5084     | 62
       13601    | 58
       2659     | 53
       3094     | 49
       5181     | 45
       5186     | 39
       2533     | 37
       4065     | 35
       3594     | 33
       8352     | 27
       15590    | 26
       2832     | 23
       5499     | 23
       1248     | 22
       6828     | 19
       1906     | 18
       7454     | 17
       7508     | 14
       3010     | 13
       7519     | 13
       5200     | 12
       5011     | 11
       11483    | 10
       8129     | 9
       15664    | 9
       13792    | 8
       2964     | 8
       2365     | 7
       1777     | 6
       5459     | 6
       9274     | 5
       14650    | 5
       8648     | 4
       14479    | 4
       9791     | 4
       14509    | 3
       5345     | 3
       12003    | 3
       9972     | 3
       14805    | 3
       8708     | 3
       12988    | 3
       7335     | 3
       7825     | 3

   P4 - Seccion 9 - Demanda de la seccion: 3457

       Producto | Demanda
       225      | 3257
       9824     | 6
       2887     | 6
       15830    | 6
       12697    | 6
       2183     | 5
       15718    | 5
       6005     | 5
       3748     | 5
       12613    | 5
       10055    | 5
       9079     | 5
       4593     | 5
       6971     | 5
       15306    | 5
       11165    | 5
       11373    | 5
       13326    | 4
       8415     | 4
       9313     | 4
       16255    | 4
       11094    | 4
       14438    | 4
       5274     | 4
       10083    | 4
       5734     | 4
       13767    | 4
       1633     | 4
       11390    | 4
       12381    | 4
       7737     | 4
       7972     | 4
       15213    | 4
       15455    | 4
       4784     | 3
       12286    | 3
       14610    | 3
       12941    | 3
       5523     | 3
       9156     | 3
       11377    | 3
       2859     | 3
       11247    | 3
       6033     | 3
       7222     | 3
       12072    | 3
       12730    | 3
       9723     | 3
       9895     | 3
       14923    | 3

   P4 - Seccion 10 - Demanda de la seccion: 3047

       Producto | Demanda
       117      | 1026
       104      | 244
       593      | 194
       892      | 164
       1561     | 137
       9887     | 119
       2776     | 106
       97       | 89
       6244     | 85
       4607     | 75
       7518     | 69
       10696    | 63
       13028    | 57
       148      | 52
       307      | 48
       3917     | 45
       3092     | 40
       11178    | 37
       850      | 34
       6966     | 31
       5449     | 28
       12280    | 27
       4631     | 23
       5334     | 22
       7753     | 21
       6418     | 19
       654      | 17
       3906     | 16
       7892     | 15
       4505     | 13
       6369     | 13
       7193     | 12
       4992     | 11
       13754    | 9
       10112    | 9
       6333     | 9
       4366     | 8
       2526     | 8
       1751     | 6
       10392    | 6
       7959     | 5
       13983    | 5
       4520     | 5
       14635    | 5
       8345     | 4
       8750     | 4
       8938     | 3
       12421    | 3
       13933    | 3
       7423     | 3

   P4 - Seccion 11 - Demanda de la seccion: 15803

       Producto | Demanda
       38       | 15596
       3197     | 6
       15962    | 6
       10092    | 6
       6647     | 6
       8064     | 6
       12791    | 6
       12915    | 6
       8414     | 5
       9441     | 5
       3712     | 5
       12574    | 5
       10031    | 5
       8852     | 5
       8918     | 5
       4956     | 5
       6808     | 5
       15361    | 5
       11258    | 5
       11308    | 5
       4728     | 4
       1943     | 4
       16253    | 4
       10991    | 4
       14399    | 4
       5484     | 4
       13667    | 4
       9965     | 4
       1420     | 4
       11424    | 4
       12370    | 4
       7784     | 4
       7844     | 4
       15336    | 4
       15417    | 4
       11475    | 3
       12953    | 3
       5428     | 3
       9086     | 3
       3563     | 3
       8297     | 3
       13817    | 3
       8351     | 3
       6104     | 3
       7159     | 3
       12090    | 3
       12696    | 3
       9748     | 3
       9804     | 3
       14988    | 3

   P4 - Seccion 12 - Demanda de la seccion: 50895

       Producto | Demanda
       39       | 50675
       6032     | 7
       7653     | 7
       13317    | 7
       13323    | 7
       11405    | 6
       14332    | 6
       16272    | 6
       10226    | 6
       6749     | 6
       8041     | 6
       12828    | 6
       12834    | 6
       14733    | 5
       7422     | 5
       8780     | 5
       13882    | 5
       13726    | 5
       4979     | 5
       6785     | 5
       15392    | 5
       11273    | 5
       11298    | 5
       12817    | 4
       8896     | 4
       2744     | 4
       6778     | 4
       13593    | 4
       9933     | 4
       1231     | 4
       11427    | 4
       12289    | 4
       7814     | 4
       7827     | 4
       15377    | 4
       15390    | 4
       7629     | 3
       10659    | 3
       5521     | 3
       3745     | 3
       8163     | 3
       13755    | 3
       8361     | 3
       6146     | 3
       7060     | 3
       12108    | 3
       12683    | 3
       9781     | 3
       9784     | 3
       14995    | 3

   P4 - Seccion 13 - Demanda de la seccion: 4033

       Producto | Demanda
       89       | 3837
       7862     | 6
       12725    | 6
       13050    | 6
       16199    | 5
       6111     | 5
       3377     | 5
       12646    | 5
       10034    | 5
       8927     | 5
       5457     | 5
       6611     | 5
       15593    | 5
       16428    | 5
       11198    | 5
       11358    | 5
       13195    | 4
       9290     | 4
       9301     | 4
       16285    | 4
       11057    | 4
       14415    | 4
       5464     | 4
       10002    | 4
       5602     | 4
       13725    | 4
       11543    | 4
       12156    | 4
       7738     | 4
       7957     | 4
       15226    | 4
       15448    | 4
       13280    | 3
       12548    | 3
       8772     | 3
       13159    | 3
       14380    | 3
       11910    | 3
       9090     | 3
       11332    | 3
       3426     | 3
       11293    | 3
       13869    | 3
       6233     | 3
       6963     | 3
       12198    | 3
       12635    | 3
       9726     | 3
       9882     | 3
       14947    | 3

   P4 - Seccion 14 - Demanda de la seccion: 3047

       Producto | Demanda
       824      | 1210
       1380     | 209
       4886     | 164
       3101     | 137
       4488     | 124
       5569     | 102
       4448     | 96
       1978     | 84
       10967    | 78
       10427    | 68
       5790     | 64
       10106    | 61
       2316     | 54
       1923     | 50
       109      | 45
       10668    | 41
       5485     | 38
       6679     | 36
       4394     | 31
       6567     | 29
       8269     | 27
       10018    | 25
       1802     | 23
       12882    | 21
       7098     | 20
       8898     | 18
       4821     | 17
       2466     | 16
       3883     | 14
       15607    | 14
       10331    | 12
       5946     | 12
       16182    | 11
       11576    | 10
       11935    | 9
       9181     | 9
       15288    | 8
       5506     | 7
       5118     | 7
       10981    | 7
       11309    | 6
       13173    | 5
       6170     | 5
       6277     | 4
       16315    | 4
       10178    | 3
       2500     | 3
       10823    | 3
       11912    | 3
       3115     | 3

   P4 - Seccion 15 - Demanda de la seccion: 3047

       Producto | Demanda
       548      | 1137
       2011     | 219
       6404     | 165
       690      | 149
       3505     | 129
       2977     | 110
       3330     | 101
       298      | 86
       4107     | 85
       1861     | 67
       3057     | 66
       1331     | 58
       1350     | 54
       6200     | 52
       4901     | 46
       700      | 43
       4799     | 39
       3758     | 37
       6740     | 36
       5305     | 29
       5424     | 28
       3819     | 27
       13289    | 26
       1968     | 22
       3355     | 20
       4338     | 20
       12097    | 17
       13510    | 17
       12151    | 15
       8945     | 14
       7024     | 13
       14400    | 12
       8480     | 10
       11872    | 10
       15283    | 10
       11063    | 9
       1193     | 8
       7161     | 7
       7526     | 7
       12778    | 7
       6087     | 5
       12552    | 5
       14770    | 5
       13144    | 5
       14476    | 4
       10014    | 4
       14303    | 3
       11430    | 3
       9229     | 3
       11835    | 3

   P4 - Seccion 16 - Demanda de la seccion: 3044

       Producto | Demanda
       961      | 540
       2894     | 334
       552      | 259
       1342     | 212
       467      | 175
       3345     | 153
       719      | 120
       330      | 118
       10648    | 108
       7284     | 87
       1785     | 85
       313      | 71
       10868    | 63
       2306     | 58
       1461     | 54
       11712    | 51
       5914     | 47
       2970     | 43
       6407     | 38
       3734     | 34
       2035     | 30
       1998     | 30
       5177     | 29
       4296     | 25
       15149    | 25
       10581    | 22
       16219    | 21
       4617     | 20
       13077    | 18
       3310     | 15
       6603     | 15
       7948     | 15
       11003    | 12
       13760    | 12
       7739     | 11
       7517     | 11
       9471     | 10
       14520    | 9
       2803     | 9
       2705     | 7
       8758     | 7
       15347    | 7
       12084    | 6
       14474    | 5
       11853    | 5
       4542     | 4
       9689     | 4
       4584     | 4
       11680    | 3
       12312    | 3

   P4 - Seccion 17 - Demanda de la seccion: 3050

       Producto | Demanda
       255      | 1474
       3884     | 161
       845      | 141
       879      | 120
       5001     | 107
       1018     | 97
       54       | 83
       1960     | 75
       5859     | 68
       4889     | 60
       3619     | 57
       9037     | 52
       2268     | 45
       4751     | 41
       5199     | 40
       12967    | 35
       12775    | 33
       6275     | 30
       1942     | 27
       7885     | 26
       15571    | 25
       14877    | 22
       7415     | 20
       6960     | 18
       9489     | 17
       12881    | 16
       34       | 14
       5163     | 14
       9928     | 12
       10517    | 11
       10489    | 10
       10416    | 10
       8977     | 9
       7641     | 8
       14861    | 7
       10854    | 7
       11619    | 7
       3073     | 6
       5631     | 6
       10963    | 5
       13492    | 4
       15647    | 4
       14286    | 4
       12005    | 4
       13481    | 3
       5635     | 3
       11862    | 3
       9280     | 3
       12618    | 3
       8301     | 3

Pasillo 5 - Demanda del pasillo: 51370

   P5 - Seccion 1 - Demanda de la seccion: 3046

       Producto | Demanda
       1578     | 874
       1804     | 251
       43       | 219
       2493     | 178
       14006    | 150
       2709     | 134
       526      | 107
       4567     | 102
       1625     | 87
       322      | 81
       8030     | 73
       2292     | 65
       114      | 61
       4812     | 56
       2482     | 53
       7084     | 45
       5149     | 43
       6068     | 39
       13565    | 36
       4651     | 34
       2641     | 29
       8777     | 28
       3816     | 26
       7541     | 24
       5420     | 22
       6408     | 20
       10528    | 19
       8232     | 17
       8036     | 16
       5067     | 15
       383      | 14
       4469     | 12
       9539     | 12
       2871     | 11
       2636     | 10
       16076    | 10
       12744    | 8
       9716     | 8
       15184    | 7
       15408    | 7
       11367    | 6
       14148    | 6
       9961     | 5
       15656    | 5
       14764    | 4
       6846     | 4
       15043    | 4
       1212     | 3
       8677     | 3
       8080     | 3

   P5 - Seccion 2 - Demanda de la seccion: 3044

       Producto | Demanda
       1714     | 507
       993      | 344
       1269     | 279
       2663     | 212
       1805     | 178
       4433     | 148
       5931     | 129
       1153     | 107
       674      | 96
       4198     | 93
       5962     | 80
       4001     | 74
       2713     | 66
       13313    | 64
       1348     | 55
       2173     | 50
       8830     | 44
       4770     | 44
       2144     | 40
       5762     | 37
       3929     | 33
       5624     | 32
       1116     | 27
       14561    | 26
       6352     | 24
       14364    | 22
       9377     | 22
       9964     | 18
       10934    | 18
       3182     | 16
       9034     | 15
       13415    | 14
       6518     | 13
       5376     | 12
       12956    | 12
       10426    | 11
       4081     | 9
       14149    | 9
       2359     | 8
       15429    | 8
       6304     | 7
       11138    | 6
       5003     | 6
       6035     | 6
       14315    | 4
       13783    | 4
       14293    | 4
       7616     | 4
       9495     | 4
       14571    | 3

   P5 - Seccion 3 - Demanda de la seccion: 3042

       Producto | Demanda
       885      | 576
       1196     | 325
       2406     | 252
       211      | 206
       2424     | 172
       1765     | 148
       4214     | 124
       9169     | 111
       349      | 106
       1288     | 87
       2249     | 80
       2865     | 71
       10629    | 68
       4517     | 62
       11007    | 54
       1873     | 51
       5970     | 46
       5980     | 43
       6880     | 41
       4217     | 34
       6970     | 32
       8136     | 29
       3374     | 29
       6911     | 25
       14001    | 24
       12862    | 22
       5191     | 20
       7347     | 19
       6506     | 17
       2361     | 17
       13514    | 14
       14447    | 13
       14777    | 13
       12047    | 12
       11212    | 10
       15276    | 10
       15812    | 10
       6026     | 8
       5792     | 8
       11238    | 7
       9245     | 7
       11036    | 6
       6245     | 6
       10572    | 5
       11867    | 5
       3725     | 4
       14247    | 4
       9468     | 3
       11127    | 3
       12792    | 3

   P5 - Seccion 4 - Demanda de la seccion: 3046

       Producto | Demanda
       371      | 782
       2054     | 297
       50       | 249
       5108     | 197
       4141     | 142
       1709     | 136
       5721     | 112
       645      | 100
       7276     | 86
       669      | 81
       761      | 74
       2216     | 70
       2153     | 57
       1689     | 54
       2560     | 50
       5422     | 49
       3275     | 42
       3516     | 41
       6486     | 37
       6516     | 30
       11936    | 30
       5089     | 29
       8840     | 25
       3144     | 25
       6119     | 23
       7859     | 21
       3039     | 20
       6067     | 17
       7292     | 15
       13587    | 14
       14654    | 14
       5665     | 12
       9706     | 12
       5934     | 11
       9166     | 10
       14081    | 9
       14660    | 9
       5021     | 8
       9492     | 7
       5249     | 6
       3796     | 6
       8496     | 6
       11562    | 5
       1623     | 5
       12648    | 4
       13558    | 4
       2828     | 4
       1170     | 3
       11248    | 3
       8370     | 3

   P5 - Seccion 5 - Demanda de la seccion: 3046

       Producto | Demanda
       664      | 752
       2425     | 300
       200      | 239
       3185     | 202
       5771     | 156
       3483     | 137
       8031     | 118
       1478     | 103
       10175    | 90
       2371     | 85
       1984     | 75
       2884     | 67
       1059     | 63
       5761     | 56
       1673     | 53
       3632     | 45
       6229     | 44
       6768     | 37
       5894     | 36
       2093     | 31
       1292     | 31
       10450    | 28
       9177     | 26
       10576    | 24
       13307    | 21
       1411     | 20
       2945     | 19
       4018     | 17
       8859     | 17
       11387    | 15
       10221    | 13
       2247     | 13
       9459     | 11
       3555     | 11
       8907     | 10
       11261    | 9
       12640    | 8
       10697    | 8
       4575     | 7
       7080     | 7
       663      | 6
       11047    | 5
       13216    | 5
       10768    | 5
       4255     | 4
       10309    | 4
       11482    | 4
       6782     | 3
       7302     | 3
       1798     | 3

   P5 - Seccion 6 - Demanda de la seccion: 3046

       Producto | Demanda
       976      | 817
       5        | 295
       1744     | 222
       1192     | 193
       5489     | 145
       1980     | 130
       2617     | 117
       2130     | 105
       4705     | 89
       1293     | 81
       4831     | 70
       4568     | 66
       10362    | 60
       8268     | 58
       180      | 50
       1863     | 45
       15077    | 42
       10464    | 38
       9021     | 36
       4059     | 32
       6734     | 28
       6806     | 28
       12019    | 27
       8762     | 23
       4687     | 23
       5189     | 20
       10669    | 19
       14271    | 17
       7595     | 16
       7556     | 15
       7919     | 13
       11315    | 12
       13151    | 12
       10063    | 10
       8926     | 10
       13595    | 9
       14703    | 9
       5087     | 8
       11823    | 7
       9097     | 6
       8459     | 6
       12611    | 6
       2956     | 5
       5803     | 5
       15632    | 4
       4884     | 4
       15022    | 4
       2255     | 3
       5677     | 3
       6187     | 3

   P5 - Seccion 7 - Demanda de la seccion: 3050

       Producto | Demanda
       60       | 1489
       909      | 161
       1426     | 134
       3370     | 122
       5151     | 106
       4362     | 92
       7100     | 81
       10574    | 78
       2611     | 64
       3273     | 56
       6141     | 55
       7010     | 54
       5271     | 51
       14584    | 41
       1462     | 40
       7273     | 36
       1167     | 32
       4416     | 31
       3038     | 26
       7647     | 25
       8423     | 25
       6869     | 21
       775      | 21
       3652     | 18
       11421    | 17
       13881    | 15
       7899     | 14
       2565     | 13
       14484    | 12
       10640    | 11
       3216     | 10
       8173     | 9
       9831     | 9
       15773    | 8
       9846     | 8
       6049     | 7
       376      | 6
       3874     | 6
       10847    | 6
       14463    | 5
       9616     | 5
       3326     | 4
       12385    | 4
       15846    | 4
       9230     | 3
       10271    | 3
       11194    | 3
       13204    | 3
       1171     | 3
       11141    | 3

   P5 - Seccion 8 - Demanda de la seccion: 3042

       Producto | Demanda
       56       | 535
       96       | 334
       1143     | 253
       10611    | 215
       3988     | 181
       1624     | 148
       4911     | 136
       12984    | 117
       5344     | 102
       5487     | 91
       2608     | 77
       2025     | 72
       2604     | 65
       6105     | 60
       14068    | 55
       3861     | 50
       7214     | 49
       5463     | 42
       836      | 39
       6609     | 36
       12721    | 32
       6165     | 32
       12630    | 27
       14185    | 25
       15135    | 24
       5384     | 22
       5716     | 20
       5879     | 19
       3209     | 17
       3868     | 17
       11310    | 14
       10324    | 13
       7886     | 13
       15781    | 11
       6570     | 11
       881      | 10
       3009     | 9
       5748     | 9
       8604     | 7
       2781     | 7
       13118    | 7
       11758    | 6
       15691    | 6
       8685     | 5
       12021    | 5
       6571     | 4
       9211     | 4
       6862     | 3
       14022    | 3
       12863    | 3

   P5 - Seccion 9 - Demanda de la seccion: 3044

       Producto | Demanda
       374      | 584
       13174    | 325
       1966     | 257
       2788     | 215
       3973     | 169
       1101     | 140
       9203     | 122
       810      | 111
       1424     | 95
       3383     | 92
       1663     | 80
       7558     | 69
       4468     | 65
       1628     | 62
       5789     | 53
       3477     | 53
       8481     | 45
       3976     | 44
       4480     | 38
       5335     | 38
       4763     | 32
       12889    | 30
       12958    | 29
       5916     | 26
       1636     | 23
       1694     | 22
       3921     | 21
       2001     | 19
       15300    | 18
       6801     | 16
       11834    | 15
       4775     | 13
       57       | 12
       5004     | 12
       11903    | 11
       6597     | 10
       5390     | 9
       7329     | 8
       9684     | 8
       13594    | 7
       14828    | 7
       15862    | 6
       12531    | 5
       9672     | 5
       13676    | 5
       4611     | 4
       12057    | 4
       7531     | 4
       14083    | 3
       10270    | 3

   P5 - Seccion 10 - Demanda de la seccion: 3044

       Producto | Demanda
       1198     | 660
       235      | 309
       2528     | 243
       5968     | 198
       5339     | 169
       2785     | 141
       4017     | 123
       985      | 109
       2733     | 98
       3849     | 86
       503      | 77
       10796    | 71
       9586     | 63
       5144     | 59
       6150     | 53
       3527     | 49
       928      | 47
       4091     | 44
       2455     | 37
       11050    | 35
       14833    | 31
       4523     | 30
       3605     | 27
       7407     | 24
       1221     | 23
       13235    | 21
       9530     | 19
       12763    | 18
       11133    | 17
       4995     | 16
       7207     | 14
       2903     | 14
       9068     | 12
       4169     | 11
       13296    | 10
       9296     | 10
       7118     | 9
       11250    | 8
       8709     | 8
       9508     | 7
       7570     | 6
       13525    | 6
       15887    | 5
       8427     | 5
       9771     | 4
       15711    | 4
       11323    | 4
       14449    | 4
       12273    | 3
       9284     | 3

   P5 - Seccion 11 - Demanda de la seccion: 3044

       Producto | Demanda
       351      | 420
       1481     | 409
       168      | 293
       1343     | 214
       184      | 182
       1008     | 156
       4969     | 135
       9547     | 109
       481      | 102
       1879     | 92
       1093     | 77
       410      | 70
       4263     | 62
       1102     | 60
       1039     | 56
       14373    | 53
       3941     | 45
       3512     | 44
       6143     | 38
       5409     | 35
       1775     | 34
       5897     | 28
       13833    | 27
       5373     | 26
       7583     | 26
       5756     | 22
       10785    | 21
       3422     | 20
       9046     | 18
       13847    | 16
       2766     | 16
       11456    | 14
       8310     | 12
       12494    | 12
       7341     | 11
       3427     | 10
       6690     | 9
       9413     | 9
       10976    | 8
       16265    | 7
       11082    | 7
       9384     | 6
       10176    | 5
       10596    | 5
       13673    | 5
       1730     | 4
       10182    | 4
       14279    | 4
       9286     | 3
       11585    | 3

   P5 - Seccion 12 - Demanda de la seccion: 3027

       Producto | Demanda
       2184     | 462
       978      | 371
       2997     | 273
       759      | 235
       3236     | 176
       2900     | 156
       3633     | 125
       6387     | 114
       5466     | 97
       5210     | 94
       5432     | 80
       1810     | 72
       8559     | 61
       1758     | 58
       1301     | 53
       3184     | 50
       1131     | 46
       2647     | 43
       3795     | 38
       9395     | 36
       429      | 34
       4564     | 30
       4887     | 27
       6598     | 25
       7510     | 25
       1610     | 23
       6831     | 20
       13429    | 19
       15792    | 16
       10432    | 16
       1584     | 15
       13706    | 14
       7586     | 12
       11382    | 12
       1544     | 11
       8321     | 9
       7990     | 9
       14642    | 8
       14981    | 8
       5842     | 7
       7831     | 7
       14223    | 6
       5209     | 6
       14011    | 5
       13684    | 5
       14312    | 4
       8382     | 4
       2178     | 4
       14510    | 3
       8528     | 3

   P5 - Seccion 13 - Demanda de la seccion: 3037

       Producto | Demanda
       1704     | 450
       903      | 376
       5074     | 294
       127      | 200
       59       | 197
       1264     | 139
       2310     | 132
       2337     | 119
       13328    | 101
       1653     | 92
       1127     | 85
       6109     | 76
       2313     | 65
       13197    | 62
       4699     | 55
       1217     | 52
       3672     | 47
       12517    | 42
       11154    | 38
       4597     | 37
       6634     | 33
       10210    | 29
       2265     | 28
       13900    | 25
       6545     | 24
       2944     | 22
       14       | 19
       8451     | 18
       10305    | 17
       7359     | 15
       13271    | 14
       2509     | 14
       12269    | 12
       14646    | 11
       8175     | 10
       11565    | 10
       14887    | 9
       15538    | 8
       12524    | 7
       6381     | 7
       6220     | 7
       15631    | 6
       8760     | 6
       10215    | 5
       2307     | 4
       7362     | 4
       12127    | 4
       10197    | 4
       9519     | 3
       1582     | 3

   P5 - Seccion 14 - Demanda de la seccion: 3035

       Producto | Demanda
       830      | 428
       1313     | 392
       3294     | 289
       199      | 223
       15798    | 187
       905      | 147
       967      | 122
       2902     | 114
       1468     | 99
       5472     | 86
       4677     | 85
       9631     | 74
       515      | 63
       1132     | 63
       5142     | 53
       5040     | 53
       3342     | 48
       1766     | 41
       15291    | 39
       6902     | 37
       10912    | 34
       333      | 30
       6203     | 28
       6890     | 26
       3955     | 23
       3385     | 22
       4539     | 20
       15644    | 19
       8171     | 18
       6773     | 16
       3585     | 14
       10767    | 13
       13408    | 13
       3112     | 13
       5601     | 12
       6726     | 10
       3286     | 9
       4391     | 9
       9219     | 8
       15275    | 8
       10357    | 7
       9327     | 6
       7823     | 6
       6370     | 5
       8001     | 5
       12947    | 4
       8908     | 4
       9551     | 4
       496      | 3
       12379    | 3

   P5 - Seccion 15 - Demanda de la seccion: 3030

       Producto | Demanda
       345      | 490
       2254     | 347
       2856     | 268
       2983     | 231
       4843     | 176
       2726     | 135
       10129    | 122
       1540     | 116
       4007     | 102
       582      | 86
       1876     | 83
       10541    | 75
       10538    | 68
       9643     | 63
       556      | 56
       5659     | 50
       1979     | 50
       1078     | 44
       10836    | 38
       4734     | 38
       15289    | 35
       11283    | 30
       1451     | 28
       5278     | 26
       5525     | 25
       14556    | 23
       11223    | 21
       14095    | 18
       6832     | 18
       5006     | 16
       10088    | 15
       5664     | 13
       3704     | 13
       3254     | 11
       3111     | 11
       2648     | 10
       9695     | 9
       1267     | 9
       15620    | 7
       14613    | 7
       8347     | 7
       15428    | 6
       14976    | 6
       16273    | 5
       3967     | 5
       8667     | 4
       2185     | 4
       10941    | 4
       11776    | 3
       11159    | 3

   P5 - Seccion 16 - Demanda de la seccion: 3040

       Producto | Demanda
       12943    | 417
       415      | 412
       128      | 276
       9001     | 230
       67       | 189
       7938     | 150
       1030     | 127
       821      | 116
       2315     | 96
       1494     | 88
       1934     | 81
       3058     | 76
       5973     | 66
       2689     | 59
       4806     | 57
       4959     | 52
       2995     | 46
       5461     | 42
       10459    | 39
       1414     | 36
       14989    | 32
       4073     | 32
       3423     | 27
       5126     | 26
       9042     | 23
       9155     | 23
       2442     | 19
       8081     | 19
       11807    | 17
       10267    | 17
       5094     | 14
       9451     | 13
       1499     | 12
       15640    | 12
       12931    | 11
       13006    | 9
       9969     | 9
       1346     | 9
       4810     | 8
       1032     | 7
       1858     | 7
       1902     | 6
       3139     | 5
       8106     | 5
       16040    | 5
       8475     | 4
       10743    | 4
       6628     | 4
       14569    | 3
       7638     | 3

   P5 - Seccion 17 - Demanda de la seccion: 3036

       Producto | Demanda
       408      | 479
       1046     | 365
       1010     | 266
       402      | 221
       2476     | 186
       1498     | 150
       714      | 129
       2151     | 109
       4051     | 99
       5496     | 90
       3172     | 79
       6406     | 72
       2423     | 68
       12277    | 60
       5538     | 56
       14087    | 52
       10682    | 48
       1869     | 44
       7689     | 38
       1375     | 36
       15459    | 33
       1303     | 31
       8640     | 27
       7163     | 26
       4475     | 24
       776      | 22
       9599     | 20
       12948    | 20
       9193     | 17
       11555    | 16
       6015     | 16
       9112     | 13
       11043    | 12
       9466     | 11
       14624    | 11
       9152     | 10
       14506    | 9
       9992     | 9
       15666    | 7
       12216    | 7
       14681    | 7
       9020     | 6
       15683    | 6
       14626    | 6
       15157    | 5
       5883     | 4
       7132     | 4
       10080    | 4
       14725    | 3
       11411    | 3

Pasillo 6 - Demanda del pasillo: 49760

   P6 - Seccion 1 - Demanda de la seccion: 3040

       Producto | Demanda
       10491    | 418
       842      | 412
       1602     | 270
       1071     | 232
       64       | 192
       2079     | 151
       5570     | 127
       1307     | 115
       1826     | 104
       4613     | 86
       2697     | 81
       13112    | 72
       2804     | 67
       3332     | 58
       14913    | 58
       321      | 50
       2846     | 46
       3335     | 43
       6493     | 40
       8003     | 34
       5807     | 33
       970      | 31
       12186    | 26
       10153    | 25
       1447     | 24
       9581     | 22
       2024     | 20
       11857    | 19
       2331     | 17
       7352     | 16
       10609    | 14
       8409     | 14
       8594     | 12
       7285     | 12
       4672     | 10
       12698    | 10
       9671     | 9
       13730    | 9
       16177    | 8
       4712     | 7
       11259    | 7
       12369    | 6
       10838    | 5
       3757     | 5
       8252     | 5
       10378    | 4
       3251     | 4
       7613     | 4
       6253     | 3
       8464     | 3

   P6 - Seccion 2 - Demanda de la seccion: 3053

       Producto | Demanda
       1327     | 1786
       2555     | 117
       2638     | 101
       3085     | 90
       3968     | 82
       5490     | 76
       619      | 72
       1983     | 59
       5539     | 54
       11499    | 51
       3033     | 45
       3686     | 43
       2700     | 39
       2572     | 36
       1792     | 32
       11181    | 30
       12768    | 28
       5644     | 25
       5470     | 24
       90       | 23
       1300     | 21
       5382     | 18
       5369     | 18
       10164    | 16
       998      | 14
       9943     | 13
       4553     | 12
       5652     | 11
       7106     | 11
       6117     | 10
       6318     | 9
       11029    | 8
       11349    | 8
       9277     | 7
       3233     | 6
       10563    | 6
       14012    | 6
       6695     | 5
       14183    | 5
       12571    | 4
       4679     | 4
       14136    | 4
       8781     | 3
       8419     | 3
       12155    | 3
       12614    | 3
       14786    | 3
       13014    | 3
       10906    | 3
       12444    | 3

   P6 - Seccion 3 - Demanda de la seccion: 3044

       Producto | Demanda
       2505     | 433
       12935    | 390
       95       | 271
       4339     | 243
       1929     | 196
       10453    | 156
       521      | 122
       1384     | 109
       736      | 96
       11608    | 88
       5998     | 81
       1844     | 78
       4451     | 64
       4663     | 60
       4373     | 52
       3098     | 51
       2434     | 50
       11516    | 40
       287      | 40
       9381     | 36
       2899     | 34
       14233    | 29
       4551     | 29
       6060     | 25
       4441     | 23
       8230     | 22
       3949     | 20
       7196     | 19
       9314     | 17
       8479     | 17
       6259     | 15
       15499    | 14
       12135    | 12
       3787     | 12
       8437     | 11
       9393     | 10
       3225     | 9
       16192    | 9
       11463    | 8
       7070     | 7
       15677    | 6
       13254    | 6
       7386     | 6
       13611    | 5
       5500     | 5
       5795     | 4
       7223     | 4
       8326     | 4
       14535    | 3
       1374     | 3

   P6 - Seccion 4 - Demanda de la seccion: 3042

       Producto | Demanda
       1121     | 425
       1052     | 401
       805      | 274
       10818    | 228
       4342     | 182
       1219     | 159
       2968     | 123
       13524    | 122
       2101     | 100
       1403     | 93
       5442     | 83
       7991     | 71
       1247     | 66
       3071     | 58
       1614     | 55
       3156     | 53
       8126     | 46
       2567     | 44
       10250    | 39
       3266     | 35
       6523     | 34
       4303     | 29
       6852     | 26
       1474     | 26
       1770     | 25
       3744     | 21
       10008    | 21
       2932     | 18
       9045     | 18
       14575    | 16
       6791     | 15
       4313     | 13
       12162    | 12
       13483    | 12
       6666     | 11
       8713     | 10
       11943    | 9
       5526     | 9
       9568     | 7
       4858     | 7
