Distribucion Supermercado - Demanda total: 854020
Varianza demanda por seccion: 103042731
Promedio demanda por seccion: 3349
Mayor demanda en una seccion: 156064
Menor demanda en una seccion: 228

Pasillo 1 - Demanda del pasillo: 363455

   P1 - Seccion 1 - Demanda de la seccion: 156064

       Producto | Demanda
       2433     | 14
       2427     | 12
       2422     | 11
       2439     | 11
       2400     | 7
       2403     | 7
       2448     | 5
       2414     | 4
       2411     | 2
       2410     | 1

   P3 - Seccion 16 - Demanda de la seccion: 4190

       Producto | Demanda
       2492     | 392
       2468     | 343
       2495     | 324
       2464     | 293
       2469     | 204
       2480     | 197
       2476     | 186
       2493     | 178
       2471     | 177
       2477     | 133
       2458     | 132
       2481     | 115
       2463     | 104
       2496     | 102
       2486     | 101
       2475     | 95
       2489     | 90
       2473     | 85
       2479     | 70
       2456     | 62
       2474     | 59
       2490     | 59
       2465     | 58
       2470     | 57
       2482     | 53
       2484     | 49
       2453     | 44
       2451     | 41
       2472     | 38
       2491     | 38
       2450     | 37
       2455     | 37
       2457     | 37
       2485     | 35
       2459     | 33
       2487     | 29
       2467     | 20
       2466     | 16
       2460     | 14
       2498     | 12
       2478     | 11
       2488     | 6
       2461     | 5
       2462     | 5
       2494     | 5
       2483     | 3
       2499     | 3
       2452     | 1
       2454     | 1
       2497     | 1

   P3 - Seccion 17 - Demanda de la seccion: 5077

       Producto | Demanda
       2505     | 433
       2523     | 426
       2515     | 388
       2524     | 310
       2528     | 243
       2506     | 213
       2537     | 210
       2519     | 186
       2514     | 173
       2527     | 147
       2513     | 146
       2546     | 125
       2543     | 123
       2521     | 120
       2544     | 118
       2535     | 113
       2501     | 111
       2538     | 110
       2541     | 97
       2511     | 93
       2540     | 92
       2525     | 86
       2502     | 79
       2517     | 75
       2536     | 70
       2504     | 65
       2518     | 65
       2516     | 61
       2539     | 58
       2510     | 53
       2532     | 53
       2520     | 49
       2531     | 49
       2512     | 43
       2542     | 43
       2548     | 38
       2533     | 37
       2529     | 31
       2507     | 24
       2508     | 21
       2547     | 19
       2509     | 14
       2545     | 14
       2503     | 13
       2549     | 11
       2534     | 9
       2526     | 8
       2522     | 7
       2500     | 3
       2530     | 2

Pasillo 4 - Demanda del pasillo: 63926

   P4 - Seccion 1 - Demanda de la seccion: 4030

       Producto | Demanda
       2552     | 371
       2596     | 280
       2573     | 275
       2561     | 251
       2599     | 223
       2554     | 210
       2569     | 149
       2598     | 146
       2559     | 140
       2550     | 133
       2557     | 130
       2574     | 129
       2593     | 121
       2592     | 120
       2555     | 117
       2588     | 116
       2566     | 90
       2563     | 87
       2597     | 70
       2556     | 69
       2590     | 65
       2577     | 59
       2583     | 55
       2560     | 50
       2595     | 46
       2581     | 45
       2567     | 44
       2568     | 38
       2585     | 37
       2572     | 36
       2575     | 35
       2570     | 29
       2591     | 28
       2562     | 27
       2576     | 25
       2580     | 24
       2594     | 24
       2571     | 19
       2553     | 18
       2558     | 17
       2586     | 15
       2578     | 14
       2565     | 13
       2579     | 12
       2582     | 7
       2584     | 7
       2551     | 5
       2564     | 5
       2587     | 2
       2589     | 2

   P4 - Seccion 2 - Demanda de la seccion: 4642

       Producto | Demanda
       2626     | 353
       2633     | 339
       2629     | 318
       2635     | 285
       2625     | 281
       2634     | 242
       2621     | 208
       2624     | 161
       2639     | 149
       2623     | 148
       2630     | 136
       2612     | 133
       2617     | 117
       2631     | 114
       2649     | 103
       2638     | 101
       2607     | 95
       2609     | 92
       2614     | 91
       2620     | 90
       2628     | 80
       2608     | 77
       2619     | 75
       2616     | 66
       2604     | 65
       2611     | 64
       2644     | 59
       2622     | 57
       2601     | 55
       2618     | 52
       2602     | 44
       2647     | 43
       2627     | 42
       2606     | 38
       2610     | 36
       2637     | 30
       2641     | 29
       2640     | 26
       2603     | 25
       2645     | 21
       2646     | 20
       2632     | 19
       2613     | 18
       2615     | 10
       2636     | 10
       2648     | 10
       2600     | 7
       2605     | 4
       2642     | 3
       2643     | 1

   P4 - Seccion 3 - Demanda de la seccion: 3590

       Producto | Demanda
       2673     | 411
       2663     | 212
       2669     | 185
       2654     | 176
       2674     | 141
       2661     | 138
       2692     | 134
       2651     | 119
       2662     | 118
       2665     | 111
       2657     | 109
       2671     | 109
       2667     | 104
       2694     | 95
       2687     | 90
       2664     | 85
       2697     | 81
       2656     | 77
       2684     | 71
       2678     | 67
       2650     | 66
       2696     | 62
       2672     | 59
       2689     | 59
       2652     | 56
       2685     | 55
       2666     | 54
       2688     | 54
       2659     | 53
       2675     | 53
       2681     | 45
       2682     | 41
       2670     | 37
       2676     | 35
       2683     | 31
       2658     | 24
       2699     | 22
       2660     | 19
       2677     | 19
       2686     | 19
       2691     | 17
       2679     | 11
       2680     | 11
       2690     | 11
       2695     | 11
       2698     | 9
       2655     | 8
       2668     | 8
       2693     | 7
       2653     | 1

   P4 - Seccion 4 - Demanda de la seccion: 4204

       Producto | Demanda
       2749     | 301
       2723     | 253
       2728     | 231
       2746     | 230
       2706     | 229
       2708     | 180
       2720     | 171
       2721     | 165
       2741     | 146
       2715     | 136
       2726     | 135
       2702     | 134
       2709     | 134
       2742     | 121
       2712     | 118
       2747     | 107
       2733     | 98
       2740     | 91
       2729     | 82
       2743     | 81
       2703     | 73
       2701     | 68
       2734     | 68
       2713     | 66
       2725     | 65
       2716     | 60
       2732     | 58
       2714     | 53
       2719     | 48
       2730     | 46
       2707     | 42
       2748     | 40
       2700     | 39
       2717     | 39
       2736     | 39
       2737     | 38
       2745     | 34
       2711     | 31
       2710     | 29
       2704     | 23
       2731     | 22
       2722     | 21
       2735     | 17
       2727     | 13
       2724     | 8
       2705     | 7
       2718     | 7
       2744     | 4
       2738     | 2
       2739     | 1

   P4 - Seccion 5 - Demanda de la seccion: 3868

       Producto | Demanda
       2775     | 410
       2792     | 309
       2763     | 264
       2788     | 215
       2793     | 190
       2767     | 159
       2769     | 159
       2771     | 155
       2760     | 149
       2785     | 141
       2786     | 140
       2783     | 134
       2764     | 126
       2776     | 106
       2787     | 100
       2768     | 94
       2754     | 87
       2795     | 82
       2796     | 81
       2789     | 66
       2797     | 66
       2756     | 54
       2778     | 38
       2751     | 37
       2772     | 33
       2791     | 33
       2770     | 29
       2779     | 29
       2794     | 29
       2782     | 28
       2777     | 26
       2798     | 25
       2758     | 22
       2759     | 22
       2765     | 21
       2773     | 21
       2799     | 21
       2761     | 19
       2762     | 19
       2755     | 18
       2750     | 16
       2753     | 16
       2766     | 16
       2752     | 14
       2790     | 13
       2784     | 12
       2774     | 8
       2781     | 7
       2780     | 6
       2757     | 3

   P4 - Seccion 6 - Demanda de la seccion: 4427

       Producto | Demanda
       2843     | 255
       2815     | 249
       2805     | 222
       2842     | 194
       2810     | 184
       2800     | 181
       2812     | 181
       2840     | 180
       2822     | 179
       2820     | 169
       2830     | 160
       2814     | 145
       2818     | 141
       2831     | 138
       2808     | 137
       2837     | 131
       2817     | 112
       2802     | 111
       2833     | 104
       2836     | 104
       2813     | 95
       2834     | 95
       2848     | 87
       2819     | 83
       2838     | 81
       2827     | 70
       2804     | 67
       2847     | 66
       2809     | 58
       2839     | 57
       2811     | 51
       2823     | 49
       2801     | 47
       2846     | 46
       2821     | 41
       2832     | 23
       2841     | 23
       2849     | 19
       2826     | 14
       2807     | 13
       2845     | 13
       2816     | 11
       2844     | 11
       2803     | 9
       2835     | 6
       2824     | 5
       2828     | 4
       2825     | 3
       2806     | 2
       2829     | 1

   P4 - Seccion 7 - Demanda de la seccion: 4997

       Producto | Demanda
       2879     | 481
       2894     | 334
       2856     | 268
       2874     | 233
       2891     | 195
       2855     | 191
       2861     | 183
       2876     | 170
       2853     | 164
       2870     | 162
       2880     | 161
       2854     | 159
       2878     | 148
       2852     | 139
       2892     | 126
       2893     | 124
       2851     | 118
       2873     | 98
       2890     | 92
       2867     | 90
       2875     | 90
       2883     | 86
       2888     | 84
       2858     | 78
       2865     | 71
       2877     | 71
       2868     | 68
       2884     | 67
       2882     | 65
       2869     | 64
       2872     | 62
       2896     | 61
       2881     | 54
       2898     | 54
       2895     | 52
       2897     | 51
       2866     | 42
       2889     | 37
       2857     | 34
       2899     | 34
       2850     | 32
       2885     | 31
       2860     | 17
       2886     | 17
       2864     | 15
       2871     | 11
       2887     | 6
       2859     | 3
       2863     | 3
       2862     | 1

   P4 - Seccion 8 - Demanda de la seccion: 2909

       Producto | Demanda
       2915     | 260
       2907     | 186
       2919     | 167
       2942     | 159
       2900     | 156
       2933     | 130
       2916     | 117
       2902     | 114
       2931     | 113
       2910     | 101
       2946     | 99
       2926     | 94
       2947     | 94
       2917     | 84
       2930     | 84
       2949     | 75
       2938     | 74
       2940     | 68
       2934     | 56
       2914     | 55
       2943     | 51
       2909     | 41
       2935     | 40
       2901     | 38
       2912     | 38
       2920     | 36
       2905     | 35
       2906     | 33
       2929     | 26
       2904     | 25
       2925     | 24
       2927     | 24
       2923     | 22
       2944     | 22
       2924     | 20
       2945     | 19
       2932     | 18
       2913     | 16
       2948     | 15
       2903     | 14
       2921     | 12
       2911     | 11
       2941     | 10
       2936     | 8
       2908     | 6
       2928     | 6
       2939     | 5
       2922     | 4
       2918     | 2
       2937     | 2

   P4 - Seccion 9 - Demanda de la seccion: 5540

       Producto | Demanda
       2958     | 904
       2987     | 431
       2991     | 369
       2965     | 285
       2997     | 273
       2988     | 264
       2998     | 248
       2990     | 233
       2983     | 231
       2967     | 169
       2966     | 134
       2963     | 132
       2982     | 127
       2994     | 124
       2968     | 123
       2976     | 115
       2951     | 113
       2977     | 110
       2962     | 107
       2952     | 94
       2975     | 82
       2960     | 74
       2992     | 69
       2989     | 65
       2954     | 59
       2955     | 54
       2984     | 52
       2953     | 48
       2995     | 46
       2957     | 44
       2961     | 44
       2970     | 43
       2971     | 42
       2969     | 31
       2996     | 31
       2973     | 29
       2993     | 22
       2981     | 18
       2986     | 18
       2978     | 16
       2980     | 16
       2979     | 11
       2964     | 8
       2959     | 7
       2974     | 6
       2956     | 5
       2972     | 5
       2985     | 5
       2950     | 2
       2999     | 2

   P4 - Seccion 10 - Demanda de la seccion: 2957

       Producto | Demanda
       3012     | 263
       3006     | 224
       3021     | 215
       3005     | 205
       3047     | 205
       3034     | 145
       3035     | 126
       3028     | 125
       3019     | 112
       3002     | 103
       3015     | 96
       3048     | 89
       3046     | 83
       3007     | 74
       3000     | 71
       3026     | 69
       3024     | 66
       3008     | 65
       3036     | 56
       3042     | 56
       3025     | 48
       3033     | 45
       3045     | 43
       3027     | 41
       3037     | 40
       3032     | 35
       3001     | 31
       3020     | 28
       3038     | 26
       3039     | 20
       3043     | 19
       3017     | 18
       3049     | 16
       3011     | 14
       3010     | 13
       3003     | 12
       3009     | 9
       3013     | 8
       3018     | 6
       3031     | 6
       3040     | 6
       3016     | 5
       3044     | 5
       3014     | 4
       3029     | 4
       3022     | 2
       3023     | 2
       3004     | 1
       3030     | 1
       3041     | 1

   P4 - Seccion 11 - Demanda de la seccion: 3217

       Producto | Demanda
       3055     | 214
       3086     | 192
       3067     | 160
       3074     | 136
       3099     | 134
       3093     | 106
       3065     | 102
       3059     | 101
       3083     | 98
       3078     | 97
       3052     | 93
       3084     | 91
       3085     | 90
       3080     | 84
       3076     | 79
       3082     | 77
       3058     | 76
       3062     | 76
       3072     | 75
       3053     | 69
       3068     | 68
       3079     | 68
       3057     | 66
       3070     | 64
       3071     | 58
       3089     | 57
       3056     | 52
       3091     | 52
       3098     | 51
       3061     | 49
       3094     | 49
       3096     | 45
       3075     | 44
       3060     | 42
       3092     | 40
       3081     | 38
       3051     | 35
       3077     | 32
       3064     | 22
       3063     | 21
       3088     | 21
       3090     | 21
       3095     | 21
       3097     | 19
       3054     | 10
       3087     | 10
       3073     | 6
       3050     | 4
       3066     | 1
       3069     | 1

   P4 - Seccion 12 - Demanda de la seccion: 2470

       Producto | Demanda
       3102     | 252
       3149     | 228
       3101     | 137
       3136     | 132
       3106     | 128
       3132     | 100
       3130     | 98
       3131     | 89
       3121     | 88
       3125     | 86
       3128     | 86
       3127     | 78
       3119     | 77
       3142     | 69
       3133     | 58
       3135     | 56
       3109     | 53
       3120     | 53
       3124     | 45
       3143     | 43
       3104     | 39
       3134     | 39
       3107     | 35
       3122     | 35
       3108     | 31
       3100     | 29
       3138     | 28
       3144     | 25
       3117     | 21
       3118     | 21
       3103     | 20
       3147     | 20
       3105     | 19
       3129     | 19
       3145     | 19
       3148     | 17
       3112     | 13
       3146     | 13
       3111     | 11
       3110     | 10
       3113     | 9
       3116     | 8
       3137     | 7
       3123     | 6
       3126     | 5
       3139     | 5
       3141     | 4
       3115     | 3
       3114     | 2
       3140     | 1

   P4 - Seccion 13 - Demanda de la seccion: 3441

       Producto | Demanda
       3194     | 286
       3151     | 262
       3160     | 259
       3189     | 258
       3186     | 215
       3185     | 202
       3161     | 182
       3171     | 163
       3174     | 136
       3157     | 125
       3159     | 95
       3172     | 79
       3150     | 77
       3155     | 64
       3177     | 61
       3168     | 58
       3170     | 57
       3179     | 57
       3156     | 53
       3178     | 50
       3184     | 50
       3175     | 49
       3154     | 46
       3198     | 44
       3180     | 41
       3193     | 40
       3158     | 38
       3195     | 38
       3169     | 31
       3162     | 28
       3163     | 27
       3191     | 27
       3167     | 26
       3176     | 23
       3190     | 22
       3199     | 21
       3164     | 20
       3182     | 16
       3196     | 16
       3181     | 13
       3188     | 13
       3165     | 12
       3192     | 11
       3166     | 10
       3153     | 9
       3173     | 8
       3187     | 7
       3152     | 6
       3197     | 6
       3183     | 4

   P4 - Seccion 14 - Demanda de la seccion: 2364

       Producto | Demanda
       3221     | 231
       3202     | 193
       3240     | 180
       3236     | 176
       3214     | 145
       3208     | 94
       3228     | 94
       3218     | 85
       3245     | 82
       3206     | 80
       3248     | 80
       3219     | 77
       3215     | 66
       3200     | 59
       3223     | 55
       3246     | 55
       3237     | 54
       3217     | 50
       3229     | 46
       3207     | 42
       3203     | 41
       3220     | 37
       3242     | 32
       3205     | 24
       3231     | 23
       3213     | 21
       3239     | 20
       3238     | 19
       3201     | 18
       3209     | 17
       3230     | 17
       3243     | 17
       3234     | 14
       3241     | 14
       3232     | 12
       3227     | 11
       3216     | 10
       3225     | 9
       3247     | 9
       3204     | 8
       3224     | 8
       3222     | 7
       3210     | 6
       3212     | 6
       3226     | 6
       3233     | 6
       3235     | 4
       3211     | 2
       3244     | 1
       3249     | 1

   P4 - Seccion 15 - Demanda de la seccion: 4405

       Producto | Demanda
       3270     | 950
       3294     | 289
       3279     | 279
       3291     | 244
       3292     | 230
       3276     | 198
       3271     | 173
       3272     | 168
       3297     | 165
       3253     | 115
       3278     | 112
       3261     | 93
       3265     | 93
       3256     | 89
       3250     | 85
       3260     | 80
       3258     | 78
       3259     | 72
       3264     | 58
       3269     | 56
       3273     | 56
       3295     | 56
       3299     | 55
       3268     | 52
       3293     | 52
       3282     | 49
       3257     | 45
       3275     | 42
       3289     | 39
       3290     | 39
       3266     | 35
       3274     | 32
       3280     | 30
       3267     | 28
       3277     | 25
       3262     | 19
       3281     | 19
       3288     | 19
       3252     | 16
       3254     | 11
       3285     | 9
       3286     | 9
       3284     | 6
       3296     | 6
       3298     | 6
       3255     | 5
       3263     | 5
       3283     | 5
       3251     | 4
       3287     | 4

   P4 - Seccion 16 - Demanda de la seccion: 4484

       Producto | Demanda
       3317     | 316
       3316     | 300
       3315     | 274
       3321     | 244
       3311     | 241
       3319     | 214
       3324     | 198
       3343     | 183
       3312     | 178
       3314     | 168
       3338     | 164
       3345     | 153
       3336     | 150
       3307     | 125
       3313     | 120
       3323     | 120
       3349     | 115
       3333     | 114
       3318     | 106
       3320     | 105
       3330     | 101
       3322     | 81
       3346     | 80
       3331     | 62
       3341     | 61
       3332     | 58
       3337     | 49
       3342     | 48
       3308     | 45
       3309     | 44
       3335     | 43
       3301     | 27
       3347     | 25
       3300     | 21
       3302     | 21
       3304     | 21
       3340     | 17
       3306     | 16
       3310     | 15
       3339     | 12
       3305     | 10
       3303     | 8
       3334     | 7
       3348     | 6
       3326     | 4
       3328     | 4
       3344     | 4
       3325     | 3
       3327     | 2
       3329     | 1

   P4 - Seccion 17 - Demanda de la seccion: 2381

       Producto | Demanda
       3361     | 409
       3354     | 151
       3370     | 122
       3368     | 117
       3388     | 100
       3383     | 92
       3373     | 90
       3358     | 85
       3353     | 79
       3371     | 79
       3351     | 76
       3366     | 71
       3369     | 71
       3394     | 71
       3357     | 64
       3391     | 64
       3367     | 62
       3365     | 51
       3375     | 51
       3364     | 47
       3372     | 38
       3350     | 30
       3392     | 30
       3374     | 29
       3390     | 29
       3393     | 27
       3356     | 25
       3384     | 24
       3387     | 23
       3395     | 23
       3385     | 22
       3355     | 20
       3376     | 16
       3362     | 14
       3399     | 11
       3396     | 10
       3352     | 9
       3360     | 8
       3363     | 8
       3379     | 7
       3386     | 6
       3377     | 5
       3381     | 4
       3398     | 4
       3382     | 2
       3359     | 1
       3378     | 1
       3380     | 1
       3389     | 1
       3397     | 1

Pasillo 5 - Demanda del pasillo: 46735

   P5 - Seccion 1 - Demanda de la seccion: 2788

       Producto | Demanda
       3404     | 243
       3412     | 209
       3402     | 177
       3420     | 164
       3405     | 148
       3410     | 148
       3434     | 147
       3447     | 134
       3411     | 116
       3409     | 102
       3431     | 102
       3435     | 102
       3441     | 93
       3425     | 78
       3445     | 75
       3418     | 71
       3400     | 52
       3416     | 52
       3436     | 46
       3419     | 40
       3408     | 39
       3438     | 38
       3424     | 32
       3413     | 29
       3414     | 27
       3423     | 27
       3415     | 24
       3417     | 24
       3440     | 23
       3432     | 22
       3446     | 21
       3422     | 20
       3407     | 18
       3421     | 17
       3442     | 16
       3401     | 15
       3428     | 15
       3437     | 13
       3439     | 11
       3427     | 10
       3433     | 8
       3443     | 8
       3448     | 8
       3444     | 5
       3403     | 4
       3406     | 3
       3426     | 3
       3429     | 3
       3430     | 3
       3449     | 3

   P5 - Seccion 2 - Demanda de la seccion: 3016

       Producto | Demanda
       3462     | 262
       3451     | 256
       3467     | 192
       3476     | 158
       3458     | 147
       3465     | 146
       3487     | 140
       3483     | 137
       3472     | 135
       3499     | 133
       3486     | 117
       3493     | 82
       3494     | 78
       3456     | 61
       3468     | 59
       3495     | 56
       3477     | 53
       3488     | 52
       3470     | 50
       3474     | 50
       3489     | 49
       3454     | 45
       3466     | 42
       3460     | 41
       3473     | 39
       3453     | 37
       3471     | 35
       3479     | 27
       3464     | 26
       3475     | 26
       3498     | 25
       3452     | 24
       3455     | 24
       3481     | 23
       3461     | 22
       3463     | 21
       3497     | 21
       3482     | 17
       3450     | 16
       3480     | 16
       3459     | 13
       3469     | 13
       3484     | 10
       3457     | 9
       3490     | 9
       3485     | 7
       3492     | 5
       3496     | 5
       3491     | 3
       3478     | 2

   P5 - Seccion 3 - Demanda de la seccion: 3785

       Producto | Demanda
       3502     | 381
       3510     | 352
       3535     | 204
       3537     | 201
       3504     | 195
       3539     | 164
       3521     | 156
       3546     | 151
       3505     | 129
       3533     | 117
       3541     | 106
       3501     | 101
       3538     | 98
       3532     | 97
       3503     | 87
       3531     | 87
       3540     | 84
       3509     | 75
       3542     | 72
       3529     | 68
       3530     | 64
       3520     | 56
       3528     | 56
       3547     | 55
       3526     | 52
       3527     | 49
       3511     | 47
       3512     | 44
       3500     | 43
       3516     | 41
       3513     | 38
       3514     | 36
       3522     | 34
       3525     | 29
       3523     | 25
       3534     | 23
       3518     | 22
       3549     | 22
       3517     | 21
       3536     | 20
       3515     | 17
       3524     | 15
       3544     | 13
       3548     | 13
       3508     | 6
       3519     | 6
       3545     | 6
       3507     | 5
       3506     | 1
       3543     | 1

   P5 - Seccion 4 - Demanda de la seccion: 2314

       Producto | Demanda
       3553     | 232
       3551     | 199
       3577     | 151
       3573     | 148
       3569     | 137
       3596     | 125
       3579     | 96
       3581     | 90
       3572     | 76
       3550     | 70
       3565     | 69
       3561     | 67
       3571     | 63
       3590     | 59
       3558     | 58
       3576     | 55
       3575     | 54
       3580     | 50
       3570     | 45
       3574     | 39
       3598     | 37
       3560     | 36
       3552     | 33
       3594     | 33
       3582     | 26
       3599     | 26
       3591     | 23
       3593     | 23
       3564     | 22
       3559     | 21
       3578     | 17
       3588     | 16
       3589     | 16
       3597     | 15
       3585     | 14
       3586     | 13
       3555     | 11
       3583     | 10
       3568     | 8
       3556     | 5
       3554     | 4
       3557     | 4
       3584     | 4
       3563     | 3
       3567     | 3
       3592     | 3
       3587     | 2
       3562     | 1
       3566     | 1
       3595     | 1

   P5 - Seccion 5 - Demanda de la seccion: 2800

       Producto | Demanda
       3616     | 654
       3635     | 264
       3638     | 201
       3642     | 158
       3633     | 125
       3644     | 111
       3623     | 99
       3609     | 96
       3608     | 76
       3641     | 69
       3643     | 60
       3604     | 59
       3607     | 59
       3614     | 57
       3619     | 57
       3611     | 56
       3630     | 53
       3636     | 46
       3632     | 45
       3617     | 41
       3628     | 40
       3640     | 37
       3606     | 35
       3615     | 35
       3601     | 34
       3612     | 29
       3605     | 27
       3624     | 19
       3646     | 18
       3625     | 16
       3613     | 15
       3603     | 14
       3626     | 13
       3639     | 11
       3649     | 11
       3647     | 10
       3631     | 7
       3637     | 7
       3645     | 6
       3600     | 4
       3602     | 4
       3621     | 4
       3634     | 4
       3610     | 3
       3629     | 3
       3618     | 2
       3627     | 2
       3648     | 2
       3620     | 1
       3622     | 1

   P5 - Seccion 6 - Demanda de la seccion: 2813

       Producto | Demanda
       3668     | 286
       3683     | 240
       3676     | 161
       3693     | 154
       3664     | 143
       3662     | 136
       3660     | 131
       3663     | 131
       3696     | 121
       3673     | 117
       3659     | 106
       3682     | 100
       3678     | 97
       3690     | 75
       3688     | 73
       3684     | 63
       3651     | 60
       3677     | 58
       3675     | 57
       3689     | 56
       3653     | 54
       3672     | 47
       3686     | 43
       3680     | 29
       3650     | 23
       3681     | 22
       3691     | 22
       3655     | 21
       3679     | 21
       3652     | 18
       3698     | 17
       3674     | 15
       3695     | 15
       3697     | 14
       3669     | 13
       3687     | 12
       3670     | 8
       3692     | 7
       3671     | 6
       3694     | 6
       3699     | 6
       3666     | 5
       3667     | 5
       3685     | 5
       3656     | 4
       3661     | 4
       3654     | 3
       3657     | 1
       3658     | 1
       3665     | 1

   P5 - Seccion 7 - Demanda de la seccion: 2044

       Producto | Demanda
       3724     | 227
       3735     | 219
       3742     | 167
       3714     | 129
       3719     | 115
       3722     | 109
       3709     | 77
       3730     | 75
       3715     | 73
       3708     | 71
       3721     | 69
       3711     | 65
       3746     | 49
       3717     | 45
       3720     | 45
       3728     | 40
       3733     | 39
       3706     | 37
       3716     | 36
       3734     | 34
       3736     | 30
       3731     | 29
       3729     | 27
       3707     | 25
       3713     | 23
       3700     | 22
       3701     | 22
       3744     | 21
       3738     | 14
       3704     | 13
       3743     | 12
       3739     | 11
       3740     | 9
       3702     | 8
       3705     | 8
       3710     | 8
       3712     | 5
       3748     | 5
       3718     | 4
       3725     | 4
       3732     | 4
       3737     | 4
       3745     | 3
       3703     | 2
       3723     | 2
       3727     | 2
       3741     | 2
       3749     | 2
       3726     | 1
       3747     | 1

   P5 - Seccion 8 - Demanda de la seccion: 3292

       Producto | Demanda
       3799     | 421
       3759     | 312
       3774     | 226
       3756     | 210
       3762     | 170
       3772     | 162
       3776     | 140
       3793     | 136
       3761     | 109
       3752     | 91
       3783     | 87
       3784     | 73
       3788     | 69
       3760     | 63
       3778     | 62
       3751     | 59
       3771     | 57
       3782     | 57
       3773     | 56
       3769     | 54
       3768     | 49
       3785     | 49
       3750     | 48
       3775     | 38
       3795     | 38
       3758     | 37
       3754     | 36
       3789     | 36
       3790     | 34
       3794     | 25
       3763     | 24
       3765     | 24
       3791     | 24
       3780     | 23
       3770     | 21
       3792     | 21
       3755     | 20
       3764     | 20
       3779     | 18
       3766     | 14
       3777     | 14
       3767     | 13
       3787     | 12
       3781     | 9
       3798     | 9
       3786     | 7
       3796     | 6
       3757     | 5
       3753     | 2
       3797     | 2

   P5 - Seccion 9 - Demanda de la seccion: 2257

       Producto | Demanda
       3827     | 330
       3808     | 219
       3840     | 168
       3806     | 107
       3844     | 100
       3845     | 97
       3814     | 91
       3848     | 88
       3811     | 87
       3849     | 86
       3805     | 83
       3835     | 78
       3838     | 59
       3842     | 55
       3800     | 54
       3826     | 49
       3837     | 39
       3801     | 38
       3841     | 38
       3836     | 34
       3829     | 33
       3804     | 30
       3813     | 30
       3819     | 27
       3816     | 26
       3803     | 23
       3846     | 23
       3817     | 18
       3839     | 17
       3802     | 16
       3807     | 11
       3821     | 11
       3847     | 10
       3815     | 9
       3818     | 9
       3810     | 8
       3824     | 8
       3833     | 8
       3812     | 7
       3828     | 6
       3822     | 5
       3831     | 5
       3843     | 5
       3820     | 3
       3809     | 2
       3830     | 2
       3832     | 2
       3823     | 1
       3825     | 1
       3834     | 1

   P5 - Seccion 10 - Demanda de la seccion: 2962

       Producto | Demanda
       3896     | 198
       3855     | 183
       3884     | 161
       3867     | 143
       3857     | 135
       3877     | 116
       3858     | 104
       3854     | 103
       3873     | 100
       3866     | 99
       3853     | 93
       3886     | 85
       3897     | 85
       3878     | 80
       3879     | 79
       3875     | 75
       3859     | 72
       3872     | 72
       3894     | 70
       3882     | 68
       3851     | 65
       3870     | 65
       3856     | 63
       3895     | 62
       3864     | 52
       3861     | 50
       3871     | 45
       3850     | 43
       3888     | 42
       3891     | 42
       3892     | 40
       3881     | 39
       3898     | 37
       3880     | 34
       3862     | 24
       3860     | 20
       3868     | 17
       3889     | 16
       3883     | 14
       3890     | 11
       3885     | 8
       3863     | 7
       3865     | 7
       3876     | 7
       3893     | 7
       3874     | 6
       3887     | 6
       3852     | 5
       3899     | 5
       3869     | 2

   P5 - Seccion 11 - Demanda de la seccion: 2160

       Producto | Demanda
       3904     | 341
       3903     | 162
       3926     | 132
       3923     | 115
       3912     | 109
       3946     | 91
       3925     | 90
       3907     | 81
       3935     | 81
       3932     | 62
       3933     | 55
       3942     | 53
       3914     | 48
       3900     | 46
       3917     | 45
       3941     | 45
       3931     | 40
       3947     | 39
       3939     | 35
       3940     | 34
       3929     | 33
       3936     | 31
       3913     | 29
       3922     | 29
       3930     | 28
       3918     | 27
       3915     | 25
       3948     | 24
       3924     | 22
       3921     | 21
       3949     | 20
       3928     | 18
       3945     | 18
       3906     | 16
       3908     | 16
       3916     | 15
       3938     | 13
       3910     | 12
       3919     | 11
       3920     | 11
       3927     | 10
       3909     | 7
       3901     | 4
       3905     | 4
       3937     | 3
       3902     | 2
       3911     | 2
       3934     | 2
       3944     | 2
       3943     | 1

   P5 - Seccion 12 - Demanda de la seccion: 2483

       Producto | Demanda
       3964     | 324
       3966     | 221
       3988     | 181
       3973     | 169
       3977     | 109
       3951     | 105
       3953     | 83
       3968     | 82
       3995     | 81
       3981     | 80
       3983     | 60
       3991     | 59
       3965     | 56
       3978     | 56
       3980     | 56
       3994     | 52
       3989     | 51
       3975     | 49
       3985     | 47
       3998     | 45
       3976     | 44
       3993     | 42
       3987     | 40
       3972     | 39
       3950     | 38
       3952     | 31
       3982     | 24
       3955     | 23
       3990     | 20
       3999     | 19
       3992     | 18
       3971     | 17
       3974     | 17
       3962     | 16
       3996     | 16
       3984     | 15
       3969     | 13
       3986     | 13
       3979     | 12
       3970     | 10
       3997     | 10
       3960     | 8
       3963     | 8
       3954     | 7
       3967     | 5
       3957     | 3
       3959     | 3
       3961     | 3
       3956     | 2
       3958     | 1

   P5 - Seccion 13 - Demanda de la seccion: 2645

       Producto | Demanda
       4032     | 148
       4026     | 136
       4000     | 123
       4017     | 123
       4037     | 123
       4030     | 109
       4007     | 102
       4048     | 100
       4013     | 98
